uid,product_id,brand,experiment_name,quantity,amount,total_amount
6GpTlhPBAWCsToR02598tG,10754,The Spice Tailor,Experiment 1,1,3.85,5.7
1nhMuwsDkycuo9OJDpL56B,10774,Pataks,Control,3,9.75,12.55
1nhMuwsDkycuo9OJDpL56B,10783,Sharwoods,Control,1,2.8,12.55
5vZ1O60S82pOmXj4of6o3G,10783,Sharwoods,Experiment 1,1,2.8,10.6
5vZ1O60S82pOmXj4of6o3G,10744,Sharwoods,Experiment 1,1,2.5,10.6
5vZ1O60S82pOmXj4of6o3G,10781,Sharwoods,Experiment 1,1,2.8,10.6
5vZ1O60S82pOmXj4of6o3G,10776,Sharwoods,Experiment 1,1,2.5,10.6
6owjFGTqA1000dpsuNKKvN,10792,Sharwoods,Experiment 2,1,2.8,7.6
6owjFGTqA1000dpsuNKKvN,10736,Pataks,Experiment 2,1,2.4,7.6
6owjFGTqA1000dpsuNKKvN,10743,Pataks,Experiment 2,1,2.4,7.6
69lv1xH5JD0CHG4q6zZQzA,10757,Pataks,Control,1,2.4,6.65
69lv1xH5JD0CHG4q6zZQzA,10778,Pataks,Control,1,1.85,6.65
69lv1xH5JD0CHG4q6zZQzA,10738,Pataks,Control,1,2.4,6.65
1k7CtxtgPzTATlTlFhC0ew,10766,Pataks,Experiment 2,1,1.85,4.65
1k7CtxtgPzTATlTlFhC0ew,10790,Sharwoods,Experiment 2,1,2.8,4.65
7x3C8gj5XByFHsY8UBij6I,10792,Sharwoods,Experiment 2,1,2.8,5.6
7x3C8gj5XByFHsY8UBij6I,10781,Sharwoods,Experiment 2,1,2.8,5.6
4jDEIppFsUMAMGmtsyJrV2,10782,Sharwoods,Experiment 2,1,2.8,8.1
4jDEIppFsUMAMGmtsyJrV2,10792,Sharwoods,Experiment 2,1,2.8,8.1
4jDEIppFsUMAMGmtsyJrV2,10777,Sharwoods,Experiment 2,1,2.5,8.1
45WM51zdUnFzSewBvMVwTM,10773,The Spice Tailor,Control,2,7.7,12.6
45WM51zdUnFzSewBvMVwTM,10757,Pataks,Control,1,2.4,12.6
45WM51zdUnFzSewBvMVwTM,10767,Sharwoods,Control,1,2.5,12.6
0L0LM5VvTShlZoAyjHldJy,10736,Pataks,Experiment 2,1,2.4,2.4
4feFDL78qxrnIcN93vSRqw,10765,Bens Original,Experiment 1,1,2.6,14.25
4feFDL78qxrnIcN93vSRqw,10783,Sharwoods,Experiment 1,1,2.8,14.25
4feFDL78qxrnIcN93vSRqw,10789,Sharwoods,Experiment 1,1,2.0,14.25
4feFDL78qxrnIcN93vSRqw,10780,Loyd Grossman,Experiment 1,1,3.0,14.25
4feFDL78qxrnIcN93vSRqw,10754,The Spice Tailor,Experiment 1,1,3.85,14.25
2toD0TP9sAQsu4gvZ2q8BW,10771,Loyd Grossman,Control,1,3.0,10.4
2toD0TP9sAQsu4gvZ2q8BW,10770,Sharwoods,Control,1,2.5,10.4
2toD0TP9sAQsu4gvZ2q8BW,10756,Pataks,Control,1,2.4,10.4
2toD0TP9sAQsu4gvZ2q8BW,10745,Sharwoods,Control,1,2.5,10.4
4eGduBTPCLlSf1zRlkkje6,10765,Bens Original,Experiment 1,1,2.6,2.6
0mIzbdUhX00Y50Ds0PpceG,10750,Pataks,Control,1,2.4,22.3
0mIzbdUhX00Y50Ds0PpceG,10740,Sharwoods,Control,1,2.5,22.3
0mIzbdUhX00Y50Ds0PpceG,10751,Sharwoods,Control,1,2.5,22.3
0mIzbdUhX00Y50Ds0PpceG,10770,Sharwoods,Control,1,2.5,22.3
0mIzbdUhX00Y50Ds0PpceG,10743,Pataks,Control,1,2.4,22.3
0mIzbdUhX00Y50Ds0PpceG,10777,Sharwoods,Control,1,2.5,22.3
0mIzbdUhX00Y50Ds0PpceG,10736,Pataks,Control,1,2.4,22.3
0mIzbdUhX00Y50Ds0PpceG,10765,Bens Original,Control,1,2.6,22.3
0mIzbdUhX00Y50Ds0PpceG,10761,Sharwoods,Control,1,2.5,22.3
0RjjrpmR9vSnNOsZ9oIgHd,10739,Sharwoods,Experiment 2,1,2.5,4.9
0RjjrpmR9vSnNOsZ9oIgHd,10752,Pataks,Experiment 2,1,2.4,4.9
6A3DHRqTr3axTDO6kHGolR,10750,Pataks,Experiment 2,1,2.4,4.9
6A3DHRqTr3axTDO6kHGolR,10767,Sharwoods,Experiment 2,1,2.5,4.9
54RBrFmoTo7I2tIeIMroC2,10745,Sharwoods,Control,1,2.5,2.5
7M8krRrA5SBCinq2LWcCbT,10738,Pataks,Experiment 2,1,2.4,2.4
14FQbCtafFiAGCIy9DnDsZ,10747,The Spice Tailor,Control,1,3.85,11.55
14FQbCtafFiAGCIy9DnDsZ,10779,The Spice Tailor,Control,1,3.85,11.55
14FQbCtafFiAGCIy9DnDsZ,10754,The Spice Tailor,Control,1,3.85,11.55
5CaFzdjCMpviAT3vShetcN,10776,Sharwoods,Experiment 1,1,2.5,2.5
0U0HezvZ8otII15nXdyDE7,10752,Pataks,Control,1,2.4,6.25
0U0HezvZ8otII15nXdyDE7,10748,The Spice Tailor,Control,1,3.85,6.25
6aKEcXHHRzWufLt2LOflNf,10760,Pataks,Experiment 1,1,1.85,24.45
6aKEcXHHRzWufLt2LOflNf,10788,Sharwoods,Experiment 1,1,2.0,24.45
6aKEcXHHRzWufLt2LOflNf,10787,Sharwoods,Experiment 1,1,2.0,24.45
6aKEcXHHRzWufLt2LOflNf,10768,The Spice Tailor,Experiment 1,2,7.7,24.45
6aKEcXHHRzWufLt2LOflNf,10753,Loyd Grossman,Experiment 1,1,3.0,24.45
6aKEcXHHRzWufLt2LOflNf,10765,Bens Original,Experiment 1,1,2.6,24.45
6aKEcXHHRzWufLt2LOflNf,10781,Sharwoods,Experiment 1,1,2.8,24.45
6aKEcXHHRzWufLt2LOflNf,10759,Sharwoods,Experiment 1,1,2.5,24.45
7ejuysH1c0m47dqSKlvd90,10757,Pataks,Experiment 2,1,2.4,14.55
7ejuysH1c0m47dqSKlvd90,10776,Sharwoods,Experiment 2,1,2.5,14.55
7ejuysH1c0m47dqSKlvd90,10780,Loyd Grossman,Experiment 2,1,3.0,14.55
7ejuysH1c0m47dqSKlvd90,10791,Sharwoods,Experiment 2,1,2.8,14.55
7ejuysH1c0m47dqSKlvd90,10772,The Spice Tailor,Experiment 2,1,3.85,14.55
5g4gKCST5v77P93mMEMQIQ,10771,Loyd Grossman,Experiment 1,1,3.0,3.0
1khp0vcmsCn9gHKSXq1XNz,10782,Sharwoods,Control,1,2.8,6.65
1khp0vcmsCn9gHKSXq1XNz,10748,The Spice Tailor,Control,1,3.85,6.65
2gNO1PiZVlhbDJY5t2wXdI,10751,Sharwoods,Experiment 2,2,5.0,16.0
2gNO1PiZVlhbDJY5t2wXdI,10752,Pataks,Experiment 2,1,2.4,16.0
2gNO1PiZVlhbDJY5t2wXdI,10784,Sharwoods,Experiment 2,1,2.8,16.0
2gNO1PiZVlhbDJY5t2wXdI,10793,Sharwoods,Experiment 2,1,2.8,16.0
2gNO1PiZVlhbDJY5t2wXdI,10753,Loyd Grossman,Experiment 2,1,3.0,16.0
319fng25xWhLBaMeZkWspx,10750,Pataks,Experiment 2,1,2.4,11.45
319fng25xWhLBaMeZkWspx,10769,The Spice Tailor,Experiment 2,1,3.85,11.45
319fng25xWhLBaMeZkWspx,10790,Sharwoods,Experiment 2,1,2.8,11.45
319fng25xWhLBaMeZkWspx,10738,Pataks,Experiment 2,1,2.4,11.45
1oE5ImjunA9yWuChkjQ6UR,10773,The Spice Tailor,Experiment 1,2,7.7,20.95
1oE5ImjunA9yWuChkjQ6UR,10759,Sharwoods,Experiment 1,1,2.5,20.95
1oE5ImjunA9yWuChkjQ6UR,10758,Pataks,Experiment 1,1,3.25,20.95
1oE5ImjunA9yWuChkjQ6UR,10765,Bens Original,Experiment 1,1,2.6,20.95
1oE5ImjunA9yWuChkjQ6UR,10767,Sharwoods,Experiment 1,1,2.5,20.95
1oE5ImjunA9yWuChkjQ6UR,10742,Pataks,Experiment 1,1,2.4,20.95
17K2OxeJC1bMLJpIqMAUbq,10740,Sharwoods,Experiment 1,1,2.5,12.25
17K2OxeJC1bMLJpIqMAUbq,10738,Pataks,Experiment 1,1,2.4,12.25
17K2OxeJC1bMLJpIqMAUbq,10760,Pataks,Experiment 1,1,1.85,12.25
17K2OxeJC1bMLJpIqMAUbq,10780,Loyd Grossman,Experiment 1,1,3.0,12.25
17K2OxeJC1bMLJpIqMAUbq,10759,Sharwoods,Experiment 1,1,2.5,12.25
2qwGZUubu9beDE1I1folL2,10763,Pataks,Control,1,2.4,7.4
2qwGZUubu9beDE1I1folL2,10765,Bens Original,Control,1,2.6,7.4
2qwGZUubu9beDE1I1folL2,10738,Pataks,Control,1,2.4,7.4
4t19deBzb8z4Jybr3OgBlf,10750,Pataks,Experiment 2,1,2.4,4.8
4t19deBzb8z4Jybr3OgBlf,10756,Pataks,Experiment 2,1,2.4,4.8
2DhkVUo0eXPh88dcYqtbVC,10761,Sharwoods,Experiment 1,1,2.5,4.9
2DhkVUo0eXPh88dcYqtbVC,10742,Pataks,Experiment 1,1,2.4,4.9
7xJGIOWwrUiOeDXYaBqbRq,10742,Pataks,Control,1,2.4,2.4
2Qvx9XJYcLHU0GASqXUohQ,10781,Sharwoods,Experiment 2,3,8.4,16.45
2Qvx9XJYcLHU0GASqXUohQ,10758,Pataks,Experiment 2,1,3.25,16.45
2Qvx9XJYcLHU0GASqXUohQ,10736,Pataks,Experiment 2,1,2.4,16.45
2Qvx9XJYcLHU0GASqXUohQ,10752,Pataks,Experiment 2,1,2.4,16.45
6IPkswsTb4e5ZrTYl5fT40,10774,Pataks,Experiment 1,4,13.0,32.7
6IPkswsTb4e5ZrTYl5fT40,10740,Sharwoods,Experiment 1,2,7.5,32.7
6IPkswsTb4e5ZrTYl5fT40,10751,Sharwoods,Experiment 1,1,5.0,32.7
6IPkswsTb4e5ZrTYl5fT40,10752,Pataks,Experiment 1,1,4.8,32.7
6IPkswsTb4e5ZrTYl5fT40,10742,Pataks,Experiment 1,1,2.4,32.7
3ybrJF9A6iZ8UotQrFd7Md,10767,Sharwoods,Experiment 2,1,2.5,25.2
3ybrJF9A6iZ8UotQrFd7Md,10755,Pataks,Experiment 2,1,3.25,25.2
3ybrJF9A6iZ8UotQrFd7Md,10757,Pataks,Experiment 2,1,2.4,25.2
3ybrJF9A6iZ8UotQrFd7Md,10763,Pataks,Experiment 2,1,2.4,25.2
3ybrJF9A6iZ8UotQrFd7Md,10783,Sharwoods,Experiment 2,1,2.8,25.2
3ybrJF9A6iZ8UotQrFd7Md,10754,The Spice Tailor,Experiment 2,1,3.85,25.2
3ybrJF9A6iZ8UotQrFd7Md,10790,Sharwoods,Experiment 2,1,2.8,25.2
3ybrJF9A6iZ8UotQrFd7Md,10784,Sharwoods,Experiment 2,1,2.8,25.2
3ybrJF9A6iZ8UotQrFd7Md,10736,Pataks,Experiment 2,1,2.4,25.2
3j9YUw5TmpUYxY5iIBz8rF,10742,Pataks,Control,1,2.4,17.05
3j9YUw5TmpUYxY5iIBz8rF,10781,Sharwoods,Control,1,2.8,17.05
3j9YUw5TmpUYxY5iIBz8rF,10740,Sharwoods,Control,1,2.5,17.05
3j9YUw5TmpUYxY5iIBz8rF,10768,The Spice Tailor,Control,1,3.85,17.05
3j9YUw5TmpUYxY5iIBz8rF,10764,Pataks,Control,1,3.0,17.05
3j9YUw5TmpUYxY5iIBz8rF,10751,Sharwoods,Control,1,2.5,17.05
5nGu0EzMvx66ELdlTsZCUZ,10743,Pataks,Control,1,2.4,2.4
0RpPdKJ3Dp9LyB7pnK1iHp,10783,Sharwoods,Control,1,2.8,2.8
2ZFuo8pTTZTDfEs21w7T6i,10780,Loyd Grossman,Control,1,3.0,5.4
2ZFuo8pTTZTDfEs21w7T6i,10742,Pataks,Control,1,2.4,5.4
6JWhriX4cJqaaLCxZaNWO6,10769,The Spice Tailor,Experiment 2,2,7.7,15.35
6JWhriX4cJqaaLCxZaNWO6,10766,Pataks,Experiment 2,1,1.85,15.35
6JWhriX4cJqaaLCxZaNWO6,10790,Sharwoods,Experiment 2,1,2.8,15.35
6JWhriX4cJqaaLCxZaNWO6,10753,Loyd Grossman,Experiment 2,1,3.0,15.35
26xIdOYkJAKOLBZIlx0tbj,10760,Pataks,Control,1,1.85,13.9
26xIdOYkJAKOLBZIlx0tbj,10767,Sharwoods,Control,1,2.5,13.9
26xIdOYkJAKOLBZIlx0tbj,10748,The Spice Tailor,Control,1,3.85,13.9
26xIdOYkJAKOLBZIlx0tbj,10754,The Spice Tailor,Control,1,3.85,13.9
26xIdOYkJAKOLBZIlx0tbj,10778,Pataks,Control,1,1.85,13.9
5ANonhizgEVLJ1Wd6yDVJz,10753,Loyd Grossman,Experiment 2,1,3.0,3.0
47T9H7QNanI1zOcf6eSU4y,10778,Pataks,Experiment 1,1,1.85,4.65
47T9H7QNanI1zOcf6eSU4y,10782,Sharwoods,Experiment 1,1,2.8,4.65
06EkebW3T5Hx3TOmNrvqax,10782,Sharwoods,Experiment 1,1,2.8,2.8
6jD6bhiayZxaEeXENEdrgz,10744,Sharwoods,Control,1,2.5,2.5
40rtYnikupS3nP7jzp1e8V,10739,Sharwoods,Experiment 1,1,2.5,2.5
4eduAVqM5oYbIOETCa9W9R,10770,Sharwoods,Experiment 1,1,2.5,7.4
4eduAVqM5oYbIOETCa9W9R,10777,Sharwoods,Experiment 1,1,2.5,7.4
4eduAVqM5oYbIOETCa9W9R,10763,Pataks,Experiment 1,1,2.4,7.4
4OSI41Ugjo4BZGJ52OtMlQ,10753,Loyd Grossman,Experiment 2,1,3.0,5.5
4OSI41Ugjo4BZGJ52OtMlQ,10759,Sharwoods,Experiment 2,1,2.5,5.5
3bln4dDOxwQEXUK4bUVsWO,10739,Sharwoods,Control,2,5.0,13.15
3bln4dDOxwQEXUK4bUVsWO,10758,Pataks,Control,1,3.25,13.15
3bln4dDOxwQEXUK4bUVsWO,10736,Pataks,Control,1,2.4,13.15
3bln4dDOxwQEXUK4bUVsWO,10777,Sharwoods,Control,1,2.5,13.15
7lFkYSX5TuNkFoAoGW2qPq,10751,Sharwoods,Control,1,2.5,5.0
7lFkYSX5TuNkFoAoGW2qPq,10739,Sharwoods,Control,1,2.5,5.0
52YAN7Py75GZ2oXHCR7COE,10755,Pataks,Experiment 2,1,3.25,5.65
52YAN7Py75GZ2oXHCR7COE,10750,Pataks,Experiment 2,1,2.4,5.65
7hgSYdUw1MnVukxjZKrn8c,10758,Pataks,Control,1,3.25,20.4
7hgSYdUw1MnVukxjZKrn8c,10745,Sharwoods,Control,1,2.5,20.4
7hgSYdUw1MnVukxjZKrn8c,10748,The Spice Tailor,Control,1,3.85,20.4
7hgSYdUw1MnVukxjZKrn8c,10782,Sharwoods,Control,1,2.8,20.4
7hgSYdUw1MnVukxjZKrn8c,10780,Loyd Grossman,Control,1,3.0,20.4
7hgSYdUw1MnVukxjZKrn8c,10751,Sharwoods,Control,2,5.0,20.4
5g9qDskrKHvsFZN0jCrQJe,10738,Pataks,Control,1,2.4,5.2
5g9qDskrKHvsFZN0jCrQJe,10784,Sharwoods,Control,1,2.8,5.2
5hbLRju45QUmsKCWrDvqPq,10781,Sharwoods,Experiment 1,1,2.8,10.5
5hbLRju45QUmsKCWrDvqPq,10769,The Spice Tailor,Experiment 1,2,7.7,10.5
1AM8j2CoEdeQwR7Xxff2xe,10767,Sharwoods,Experiment 2,1,2.5,9.7
1AM8j2CoEdeQwR7Xxff2xe,10763,Pataks,Experiment 2,1,2.4,9.7
1AM8j2CoEdeQwR7Xxff2xe,10756,Pataks,Experiment 2,1,2.4,9.7
1AM8j2CoEdeQwR7Xxff2xe,10757,Pataks,Experiment 2,1,2.4,9.7
6aU8HmLepMvxQdIQnswuEp,10781,Sharwoods,Control,2,5.6,20.7
6aU8HmLepMvxQdIQnswuEp,10745,Sharwoods,Control,1,2.5,20.7
6aU8HmLepMvxQdIQnswuEp,10769,The Spice Tailor,Control,1,3.85,20.7
6aU8HmLepMvxQdIQnswuEp,10762,Pataks,Control,1,3.25,20.7
6aU8HmLepMvxQdIQnswuEp,10744,Sharwoods,Control,1,2.5,20.7
6aU8HmLepMvxQdIQnswuEp,10771,Loyd Grossman,Control,1,3.0,20.7
0dsifZ3tJHTnVkp4rfEnY1,10792,Sharwoods,Experiment 2,1,2.8,8.2
0dsifZ3tJHTnVkp4rfEnY1,10742,Pataks,Experiment 2,1,2.4,8.2
0dsifZ3tJHTnVkp4rfEnY1,10780,Loyd Grossman,Experiment 2,1,3.0,8.2
14d5jB6PHHSHWktsxSGMWb,10758,Pataks,Control,1,3.25,25.3
14d5jB6PHHSHWktsxSGMWb,10782,Sharwoods,Control,1,2.8,25.3
14d5jB6PHHSHWktsxSGMWb,10748,The Spice Tailor,Control,2,7.7,25.3
14d5jB6PHHSHWktsxSGMWb,10769,The Spice Tailor,Control,2,7.7,25.3
14d5jB6PHHSHWktsxSGMWb,10749,The Spice Tailor,Control,1,3.85,25.3
3I6m1JRe8ukNsTHTgO0hAS,10748,The Spice Tailor,Experiment 1,2,7.7,7.7
5ze5IebrPO1Ld01glnuGJO,10781,Sharwoods,Experiment 1,1,2.8,2.8
0n5xPKyva1aHIDTWVvETPg,10777,Sharwoods,Experiment 1,1,2.5,4.5
0n5xPKyva1aHIDTWVvETPg,10787,Sharwoods,Experiment 1,1,2.0,4.5
7mVvl4KSLTKZ6GAKYJ8H4s,10778,Pataks,Control,1,1.85,4.25
7mVvl4KSLTKZ6GAKYJ8H4s,10756,Pataks,Control,1,2.4,4.25
6QJGAjyGdbFttMgJIeqeKy,10749,The Spice Tailor,Experiment 2,1,3.85,15.2
6QJGAjyGdbFttMgJIeqeKy,10779,The Spice Tailor,Experiment 2,1,3.85,15.2
6QJGAjyGdbFttMgJIeqeKy,10751,Sharwoods,Experiment 2,2,5.0,15.2
6QJGAjyGdbFttMgJIeqeKy,10745,Sharwoods,Experiment 2,1,2.5,15.2
5ypuO9pGYcFLeNNe617FGg,10736,Pataks,Control,1,2.4,2.4
2pf7HtOyBDM4xPOTMqwTUA,10736,Pataks,Control,1,2.4,4.8
2pf7HtOyBDM4xPOTMqwTUA,10752,Pataks,Control,1,2.4,4.8
0IBl7bFgELlJf90gGTikGM,10749,The Spice Tailor,Experiment 2,1,3.85,10.5
0IBl7bFgELlJf90gGTikGM,10791,Sharwoods,Experiment 2,1,2.8,10.5
0IBl7bFgELlJf90gGTikGM,10748,The Spice Tailor,Experiment 2,1,3.85,10.5
3NKaFoReM76sI1S8aHPYFs,10754,The Spice Tailor,Experiment 2,1,3.85,6.65
3NKaFoReM76sI1S8aHPYFs,10783,Sharwoods,Experiment 2,1,2.8,6.65
5K1ILl7FYWyhLSKaAOde47,10777,Sharwoods,Experiment 1,1,2.5,4.9
5K1ILl7FYWyhLSKaAOde47,10738,Pataks,Experiment 1,1,2.4,4.9
29368Q9bI0FCG34qN861xD,10770,Sharwoods,Experiment 2,1,2.5,2.5
3zFqaazAGSJWAvlUudY1zc,10738,Pataks,Experiment 1,1,2.4,2.4
3YWL735CJsacCckzUJFzRg,10768,The Spice Tailor,Experiment 2,1,3.85,16.15
3YWL735CJsacCckzUJFzRg,10755,Pataks,Experiment 2,1,3.25,16.15
3YWL735CJsacCckzUJFzRg,10742,Pataks,Experiment 2,1,2.4,16.15
3YWL735CJsacCckzUJFzRg,10784,Sharwoods,Experiment 2,1,2.8,16.15
3YWL735CJsacCckzUJFzRg,10747,The Spice Tailor,Experiment 2,1,3.85,16.15
3TFreUtJGQ3Lmsjp09sho8,10738,Pataks,Experiment 1,1,2.4,8.15
3TFreUtJGQ3Lmsjp09sho8,10746,Pataks,Experiment 1,1,3.25,8.15
3TFreUtJGQ3Lmsjp09sho8,10767,Sharwoods,Experiment 1,1,2.5,8.15
7E12ph0E6eVPFZwKGMKDwJ,10750,Pataks,Experiment 2,1,2.4,30.7
7E12ph0E6eVPFZwKGMKDwJ,10793,Sharwoods,Experiment 2,1,2.8,30.7
7E12ph0E6eVPFZwKGMKDwJ,10772,The Spice Tailor,Experiment 2,5,19.25,30.7
7E12ph0E6eVPFZwKGMKDwJ,10757,Pataks,Experiment 2,1,2.4,30.7
7E12ph0E6eVPFZwKGMKDwJ,10748,The Spice Tailor,Experiment 2,1,3.85,30.7
2ZsFdvN9NXu3P1NWGwUlfv,10740,Sharwoods,Control,2,5.0,5.0
2FmR5Izi7O9KP4zQH6uhvy,10777,Sharwoods,Experiment 2,1,2.5,5.3
2FmR5Izi7O9KP4zQH6uhvy,10792,Sharwoods,Experiment 2,1,2.8,5.3
3w6HlkCAOWOr1Qfzf57wU0,10769,The Spice Tailor,Experiment 2,2,7.7,14.35
3w6HlkCAOWOr1Qfzf57wU0,10747,The Spice Tailor,Experiment 2,1,3.85,14.35
3w6HlkCAOWOr1Qfzf57wU0,10781,Sharwoods,Experiment 2,1,2.8,14.35
6QmEfVxVF8LV7Ai4hxJ3hi,10757,Pataks,Experiment 2,1,2.4,7.2
6QmEfVxVF8LV7Ai4hxJ3hi,10750,Pataks,Experiment 2,2,4.8,7.2
5uPfJHKiiE0d9wXCSimjYY,10752,Pataks,Experiment 1,2,4.8,17.7
5uPfJHKiiE0d9wXCSimjYY,10746,Pataks,Experiment 1,2,6.5,17.7
5uPfJHKiiE0d9wXCSimjYY,10736,Pataks,Experiment 1,1,2.4,17.7
5uPfJHKiiE0d9wXCSimjYY,10786,Sharwoods,Experiment 1,2,4.0,17.7
6jzLxO2Nxz027usLqAye7K,10751,Sharwoods,Experiment 1,1,2.5,14.05
6jzLxO2Nxz027usLqAye7K,10772,The Spice Tailor,Experiment 1,1,3.85,14.05
6jzLxO2Nxz027usLqAye7K,10779,The Spice Tailor,Experiment 1,1,3.85,14.05
6jzLxO2Nxz027usLqAye7K,10754,The Spice Tailor,Experiment 1,1,3.85,14.05
53tskG10n2ahsEMv9weOkz,10778,Pataks,Control,1,1.85,1.85
08Oo3sL9XIOxR0I8zvrHWU,10753,Loyd Grossman,Control,4,12.0,12.0
5hZubZXpCL4Sq6HlChAVSn,10793,Sharwoods,Experiment 2,1,2.8,20.05
5hZubZXpCL4Sq6HlChAVSn,10761,Sharwoods,Experiment 2,1,2.5,20.05
5hZubZXpCL4Sq6HlChAVSn,10771,Loyd Grossman,Experiment 2,1,3.0,20.05
5hZubZXpCL4Sq6HlChAVSn,10777,Sharwoods,Experiment 2,1,2.5,20.05
5hZubZXpCL4Sq6HlChAVSn,10784,Sharwoods,Experiment 2,1,2.8,20.05
5hZubZXpCL4Sq6HlChAVSn,10749,The Spice Tailor,Experiment 2,1,3.85,20.05
5hZubZXpCL4Sq6HlChAVSn,10765,Bens Original,Experiment 2,1,2.6,20.05
2dXLj9NdxiZ2r40vQ1nP5A,10744,Sharwoods,Control,1,2.5,2.5
2W11pAibQQA33pVfWQYXg4,10751,Sharwoods,Control,1,2.5,8.5
2W11pAibQQA33pVfWQYXg4,10771,Loyd Grossman,Control,1,3.0,8.5
2W11pAibQQA33pVfWQYXg4,10780,Loyd Grossman,Control,1,3.0,8.5
7aPIeXTH0bcrCZmAuwb9wB,10748,The Spice Tailor,Control,1,3.85,6.65
7aPIeXTH0bcrCZmAuwb9wB,10781,Sharwoods,Control,1,2.8,6.65
1RqYQMqEwoojpXQf5crcqY,10749,The Spice Tailor,Control,1,3.85,12.0
1RqYQMqEwoojpXQf5crcqY,10742,Pataks,Control,1,2.4,12.0
1RqYQMqEwoojpXQf5crcqY,10755,Pataks,Control,1,3.25,12.0
1RqYQMqEwoojpXQf5crcqY,10739,Sharwoods,Control,1,2.5,12.0
0tIsl5dXppiRP04psRYIyO,10767,Sharwoods,Experiment 1,1,2.5,12.1
0tIsl5dXppiRP04psRYIyO,10776,Sharwoods,Experiment 1,1,2.5,12.1
0tIsl5dXppiRP04psRYIyO,10774,Pataks,Experiment 1,1,3.25,12.1
0tIsl5dXppiRP04psRYIyO,10772,The Spice Tailor,Experiment 1,1,3.85,12.1
4VCwqoCjq79XTfJQcCBoYx,10762,Pataks,Experiment 1,3,9.75,17.45
4VCwqoCjq79XTfJQcCBoYx,10781,Sharwoods,Experiment 1,1,2.8,17.45
4VCwqoCjq79XTfJQcCBoYx,10759,Sharwoods,Experiment 1,1,2.5,17.45
4VCwqoCjq79XTfJQcCBoYx,10743,Pataks,Experiment 1,1,2.4,17.45
33MvBv85PRZzYr8jMzjZj6,10780,Loyd Grossman,Control,1,3.0,12.55
33MvBv85PRZzYr8jMzjZj6,10738,Pataks,Control,1,2.4,12.55
33MvBv85PRZzYr8jMzjZj6,10777,Sharwoods,Control,1,2.5,12.55
33MvBv85PRZzYr8jMzjZj6,10778,Pataks,Control,1,1.85,12.55
33MvBv85PRZzYr8jMzjZj6,10784,Sharwoods,Control,1,2.8,12.55
1UtAo5o6kHZWhsozPOK3QE,10763,Pataks,Control,1,2.4,5.4
1UtAo5o6kHZWhsozPOK3QE,10753,Loyd Grossman,Control,1,3.0,5.4
6KOVNgRcPHAPsWxZ2MGEo3,10746,Pataks,Experiment 2,1,3.25,9.1
6KOVNgRcPHAPsWxZ2MGEo3,10755,Pataks,Experiment 2,1,3.25,9.1
6KOVNgRcPHAPsWxZ2MGEo3,10765,Bens Original,Experiment 2,1,2.6,9.1
6Tf09lcDypJv03ozymsUAV,10777,Sharwoods,Experiment 1,4,10.0,26.85
6Tf09lcDypJv03ozymsUAV,10768,The Spice Tailor,Experiment 1,1,7.7,26.85
6Tf09lcDypJv03ozymsUAV,10736,Pataks,Experiment 1,1,2.4,26.85
6Tf09lcDypJv03ozymsUAV,10760,Pataks,Experiment 1,1,1.85,26.85
6Tf09lcDypJv03ozymsUAV,10757,Pataks,Experiment 1,1,2.4,26.85
6Tf09lcDypJv03ozymsUAV,10739,Sharwoods,Experiment 1,1,2.5,26.85
6oAvcQrkUxCQlaqYmuRl2n,10763,Pataks,Experiment 1,1,2.4,6.25
6oAvcQrkUxCQlaqYmuRl2n,10772,The Spice Tailor,Experiment 1,1,3.85,6.25
5Vujyjr7dpeWNu1xyzm3aP,10781,Sharwoods,Experiment 1,1,2.8,14.15
5Vujyjr7dpeWNu1xyzm3aP,10766,Pataks,Experiment 1,1,1.85,14.15
5Vujyjr7dpeWNu1xyzm3aP,10776,Sharwoods,Experiment 1,1,2.5,14.15
5Vujyjr7dpeWNu1xyzm3aP,10786,Sharwoods,Experiment 1,1,2.0,14.15
5Vujyjr7dpeWNu1xyzm3aP,10765,Bens Original,Experiment 1,1,2.6,14.15
5Vujyjr7dpeWNu1xyzm3aP,10756,Pataks,Experiment 1,1,2.4,14.15
7zCpOUpOW0USzNTgUH1k8l,10749,The Spice Tailor,Control,1,3.85,6.85
7zCpOUpOW0USzNTgUH1k8l,10780,Loyd Grossman,Control,1,3.0,6.85
23c5akKGa5xKLndlnnGkil,10759,Sharwoods,Experiment 2,1,2.5,19.55
23c5akKGa5xKLndlnnGkil,10772,The Spice Tailor,Experiment 2,1,3.85,19.55
23c5akKGa5xKLndlnnGkil,10793,Sharwoods,Experiment 2,2,5.6,19.55
23c5akKGa5xKLndlnnGkil,10740,Sharwoods,Experiment 2,1,2.5,19.55
23c5akKGa5xKLndlnnGkil,10755,Pataks,Experiment 2,1,3.25,19.55
23c5akKGa5xKLndlnnGkil,10760,Pataks,Experiment 2,1,1.85,19.55
1xZtoxyO1rNNp04XPoYfF3,10779,The Spice Tailor,Experiment 1,2,7.7,7.7
0xot8279i8UDAp6TNMt2Ia,10751,Sharwoods,Experiment 1,1,2.5,5.0
0xot8279i8UDAp6TNMt2Ia,10776,Sharwoods,Experiment 1,1,2.5,5.0
3x6pLOM1u1cgc5xcQj6w2a,10744,Sharwoods,Experiment 1,1,2.5,7.9
